"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"4015","no checking",6,"existing paid","new car",672,"<100","unemployed",1,"female div/dep/mar","none",4,"real estate",54,"stores","own",1,"unemp/unskilled non res",1,"1","1","good"
"4016","no checking",21,"existing paid","used car",5248,"no known savings","1<=X<4",1,"male single","none",3,"car",26,"stores","own",1,"skilled",1,"0","1","good"
"4017","no checking",4,"critical/order existing credit","new car",3380,"<100","4<=X<7",1,"female div/dep/mar","none",1,"real estate",37,"stores","own",1,"skilled",1,"0","1","good"
"4018","<0",15,"existing paid","new car",1721,"<100","<1",2,"male single","none",3,"real estate",36,"stores","own",1,"skilled",1,"0","1","good"
"4019","<0",30,"existing paid","used car",3857,"<100","1<=X<4",4,"male div/sep","none",4,"life insurance",40,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4020","<0",8,"critical/order existing credit","other",1164,"<100",">=7",3,"male single","none",4,"no known property",51,"bank","for free",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4021","no checking",18,"critical/order existing credit","radio/tv",629,"500<=X<1000",">=7",4,"male single","none",3,"life insurance",32,"bank","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4022","0<=X<200",12,"existing paid","radio/tv",1155,"<100",">=7",3,"male mar/wid","guarantor",3,"real estate",40,"bank","own",2,"unskilled resident",1,"0","1","good"
"4023","<0",12,"existing paid","education",1200,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",23,"bank","rent",1,"skilled",0,"1","1","good"
"4024","0<=X<200",24,"existing paid","furniture/equipment",3069,"100<=X<500",">=7",4,"male single","none",4,"no known property",30,"stores","for free",1,"skilled",1,"0","1","good"
"4025","no checking",24,"critical/order existing credit","used car",4042,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",43,"stores","own",2,"skilled",1,"1","1","good"
"4026","<0",24,"existing paid","furniture/equipment",3021,"<100","1<=X<4",2,"male div/sep","none",2,"real estate",24,"stores","rent",1,"unskilled resident",1,"0","1","good"
"4027","no checking",11,"critical/order existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"stores","own",3,"unskilled resident",1,"0","1","good"
"4028","0<=X<200",30,"existing paid","furniture/equipment",3832,"<100","<1",2,"male mar/wid","none",1,"life insurance",22,"stores","own",1,"skilled",1,"0","1","good"
"4029","no checking",24,"critical/order existing credit","new car",1287,">=1000",">=7",4,"female div/dep/mar","none",4,"real estate",37,"stores","own",2,"skilled",1,"1","1","good"
"4030","0<=X<200",48,"delayed previously","other",7582,"100<=X<500","unemployed",2,"male single","none",4,"no known property",31,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4031","0<=X<200",48,"existing paid","radio/tv",3979,"no known savings","4<=X<7",4,"male single","none",1,"car",41,"stores","own",2,"skilled",2,"1","1","good"
"4032","no checking",12,"existing paid","new car",2859,"no known savings","unemployed",4,"male single","none",4,"no known property",38,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4033","0<=X<200",48,"all paid","business",3566,"100<=X<500","4<=X<7",4,"male single","none",2,"car",30,"stores","own",1,"skilled",1,"0","1","good"
"4034","no checking",24,"existing paid","new car",1469,"100<=X<500",">=7",4,"male mar/wid","none",4,"real estate",41,"stores","rent",1,"unskilled resident",1,"0","1","good"
"4035","no checking",24,"critical/order existing credit","radio/tv",2223,"100<=X<500",">=7",4,"male single","none",4,"life insurance",52,"bank","own",2,"skilled",1,"0","1","good"
"4036","no checking",5,"existing paid","business",3448,"<100","4<=X<7",1,"male single","none",4,"real estate",74,"stores","own",1,"unskilled resident",1,"0","1","good"
"4037","0<=X<200",24,"critical/order existing credit","used car",7758,">=1000",">=7",2,"female div/dep/mar","none",4,"no known property",29,"stores","rent",1,"skilled",1,"0","1","good"
"4038","no checking",6,"no credits/all paid","radio/tv",426,"<100",">=7",4,"male mar/wid","none",4,"car",39,"stores","own",1,"unskilled resident",1,"0","1","good"
"4039","0<=X<200",48,"no credits/all paid","business",12204,"no known savings","1<=X<4",2,"male single","none",2,"car",48,"bank","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4040",">=200",21,"existing paid","new car",2923,"100<=X<500","1<=X<4",1,"female div/dep/mar","none",1,"car",28,"bank","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4041","0<=X<200",24,"existing paid","new car",1201,"<100","<1",4,"male single","none",1,"life insurance",26,"stores","own",1,"skilled",1,"0","1","good"
"4042","no checking",24,"delayed previously","furniture/equipment",4151,"100<=X<500","1<=X<4",2,"male single","none",3,"life insurance",35,"stores","own",2,"skilled",1,"0","1","good"
"4043","no checking",18,"critical/order existing credit","radio/tv",1582,">=1000",">=7",4,"male single","none",4,"car",46,"stores","own",2,"skilled",1,"0","1","good"
"4044","no checking",24,"delayed previously","furniture/equipment",4151,"100<=X<500","1<=X<4",2,"male single","none",3,"life insurance",35,"stores","own",2,"skilled",1,"0","1","good"
"4045","0<=X<200",36,"delayed previously","new car",2862,"100<=X<500",">=7",4,"male single","none",3,"no known property",30,"stores","for free",1,"skilled",1,"0","1","good"
"4046","no checking",27,"delayed previously","business",5117,"<100","4<=X<7",3,"male single","none",4,"car",26,"stores","own",2,"skilled",1,"0","1","good"
"4047","no checking",18,"critical/order existing credit","radio/tv",1169,"no known savings","1<=X<4",4,"male single","none",3,"life insurance",29,"stores","own",2,"skilled",1,"1","1","good"
"4048","no checking",18,"critical/order existing credit","radio/tv",1582,">=1000",">=7",4,"male single","none",4,"car",46,"stores","own",2,"skilled",1,"0","1","good"
"4049","no checking",15,"delayed previously","radio/tv",1478,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",33,"bank","own",2,"skilled",1,"0","1","good"
"4050","no checking",36,"critical/order existing credit","used car",5842,"<100",">=7",2,"male single","none",2,"life insurance",35,"stores","own",2,"skilled",2,"1","1","good"
"4051","0<=X<200",24,"delayed previously","business",6967,"100<=X<500","4<=X<7",4,"male single","none",4,"car",36,"stores","rent",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4052","0<=X<200",12,"existing paid","radio/tv",625,"<100","<1",4,"male mar/wid","guarantor",1,"real estate",26,"bank","own",1,"unskilled resident",1,"0","1","good"
"4053","<0",24,"existing paid","used car",2964,"no known savings",">=7",4,"male single","none",4,"no known property",49,"bank","for free",1,"skilled",2,"1","1","good"
"4054","no checking",12,"critical/order existing credit","furniture/equipment",1402,"500<=X<1000","4<=X<7",3,"female div/dep/mar","none",4,"car",37,"stores","rent",1,"skilled",1,"1","1","good"
"4055","0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"stores","for free",1,"skilled",1,"0","1","good"
"4056","no checking",24,"existing paid","furniture/equipment",929,"no known savings","4<=X<7",4,"male single","none",2,"car",31,"stores","own",1,"skilled",1,"1","1","good"
"4057","0<=X<200",15,"critical/order existing credit","radio/tv",1537,"no known savings",">=7",4,"male single","guarantor",4,"real estate",50,"stores","own",2,"skilled",1,"1","1","good"
"4058","0<=X<200",12,"critical/order existing credit","new car",1995,"100<=X<500","<1",4,"male single","none",1,"car",27,"stores","own",1,"skilled",1,"0","1","good"
"4059","no checking",12,"critical/order existing credit","furniture/equipment",1258,"<100","<1",2,"female div/dep/mar","none",4,"life insurance",22,"stores","rent",2,"unskilled resident",1,"0","1","good"
"4060","no checking",6,"delayed previously","radio/tv",932,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",24,"stores","own",1,"skilled",1,"0","1","good"
"4061","no checking",18,"critical/order existing credit","new car",1055,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",30,"stores","own",2,"skilled",1,"0","1","good"
"4062","0<=X<200",20,"delayed previously","used car",7057,"no known savings","4<=X<7",3,"male single","none",4,"life insurance",36,"bank","rent",2,"high qualif/self emp/mgmt",2,"1","1","good"
"4063","no checking",24,"critical/order existing credit","furniture/equipment",3777,">=1000","1<=X<4",4,"male single","none",4,"real estate",50,"stores","own",1,"skilled",1,"1","1","good"
"4064","no checking",27,"critical/order existing credit","furniture/equipment",4526,">=1000","<1",4,"male single","none",2,"real estate",32,"stores","own",2,"unskilled resident",2,"1","1","good"
"4065","0<=X<200",9,"existing paid","education",1199,"<100","4<=X<7",4,"female div/dep/mar","none",4,"life insurance",67,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4066","no checking",18,"existing paid","radio/tv",1505,"<100","1<=X<4",4,"male single","none",2,"no known property",32,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4067","no checking",18,"critical/order existing credit","radio/tv",629,"500<=X<1000",">=7",4,"male single","none",3,"life insurance",32,"bank","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4068","no checking",6,"existing paid","domestic appliance",1338,"500<=X<1000","1<=X<4",1,"male div/sep","none",4,"real estate",62,"stores","own",1,"skilled",1,"0","1","good"
"4069","no checking",15,"critical/order existing credit","radio/tv",1360,"<100","1<=X<4",4,"male single","none",2,"life insurance",31,"stores","own",2,"skilled",1,"0","1","good"
"4070","no checking",12,"existing paid","radio/tv",2171,"<100","<1",2,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"0","1","good"
"4071","0<=X<200",30,"critical/order existing credit","new car",2181,"no known savings",">=7",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"0","1","good"
"4072","no checking",15,"critical/order existing credit","radio/tv",1829,"<100",">=7",4,"male single","none",4,"car",46,"stores","own",2,"skilled",1,"1","1","good"
"4073","no checking",6,"delayed previously","business",1743,"100<=X<500","1<=X<4",1,"male single","none",2,"real estate",34,"stores","own",2,"unskilled resident",1,"0","1","good"
"4074","<0",21,"existing paid","radio/tv",2600.61,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",28,"stores","rent",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4075","0<=X<200",18,"critical/order existing credit","radio/tv",1795,"<100",">=7",3,"female div/dep/mar","guarantor",4,"real estate",48,"bank","rent",2,"unskilled resident",1,"1","1","good"
"4076","<0",24,"all paid","furniture/equipment",2828,"500<=X<1000","1<=X<4",4,"male single","none",4,"real estate",22,"stores","own",1,"skilled",1,"1","1","good"
"4077","0<=X<200",18,"existing paid","repairs",3872,"<100","unemployed",2,"female div/dep/mar","none",4,"car",67,"stores","own",1,"skilled",1,"1","1","good"
"4078","no checking",10,"existing paid","new car",1597,"500<=X<1000","1<=X<4",3,"male single","none",2,"no known property",40,"stores","rent",1,"unskilled resident",2,"0","0","good"
"4079","0<=X<200",48,"delayed previously","business",6681,"no known savings","1<=X<4",4,"male single","none",4,"no known property",38,"stores","for free",1,"skilled",2,"1","1","good"
"4080","0<=X<200",12,"critical/order existing credit","radio/tv",3573,"<100","1<=X<4",1,"female div/dep/mar","none",1,"real estate",23,"stores","own",1,"unskilled resident",1,"0","1","good"
"4081","no checking",27,"existing paid","repairs",5190,"no known savings",">=7",4,"male single","none",4,"life insurance",48,"stores","own",4,"skilled",2,"1","1","good"
"4082","0<=X<200",36,"critical/order existing credit","radio/tv",2337,"<100",">=7",4,"male single","none",4,"real estate",36,"stores","own",1,"skilled",1,"0","1","good"
"4083",">=200",12,"existing paid","radio/tv",3399,"no known savings",">=7",2,"male single","none",3,"car",36,"stores","own",1,"high qualif/self emp/mgmt",1,"0","1","good"
"4084","no checking",10,"existing paid","new car",1418,"100<=X<500","1<=X<4",3,"male single","none",2,"real estate",35,"stores","rent",1,"unskilled resident",1,"0","0","good"
"4085","no checking",24,"delayed previously","business",2375,"500<=X<1000","1<=X<4",4,"male single","none",2,"car",44,"stores","own",2,"skilled",2,"1","1","good"
"4086","no checking",27,"critical/order existing credit","furniture/equipment",4526,">=1000","<1",4,"male single","none",2,"real estate",32,"stores","own",2,"unskilled resident",2,"1","1","good"
"4087","0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"stores","for free",1,"skilled",1,"0","1","good"
"4088","<0",21,"existing paid","new car",3763,"no known savings","4<=X<7",2,"male single","co applicant",2,"real estate",24,"stores","own",1,"unskilled resident",1,"0","0","good"
"4089","no checking",14,"delayed previously","new car",802,"<100","1<=X<4",4,"male single","none",2,"car",27,"stores","own",2,"unskilled resident",1,"0","1","good"
"4090","0<=X<200",9,"existing paid","new car",3195,"no known savings","1<=X<4",1,"female div/dep/mar","none",2,"real estate",33,"stores","own",1,"unskilled resident",1,"0","1","good"
"4091","no checking",9,"existing paid","furniture/equipment",1313,"<100",">=7",1,"male single","none",4,"car",20,"stores","own",1,"skilled",1,"0","1","good"
"4092","<0",12,"existing paid","furniture/equipment",3590,"<100","1<=X<4",2,"male single","co applicant",2,"life insurance",29,"stores","own",1,"unskilled resident",2,"0","1","good"
"4093",">=200",12,"existing paid","furniture/equipment",2251,"<100","1<=X<4",1,"female div/dep/mar","none",2,"car",46,"stores","own",1,"unskilled resident",1,"0","1","good"
"4094","no checking",24,"critical/order existing credit","furniture/equipment",2028,"<100","4<=X<7",2,"male single","none",2,"life insurance",30,"stores","own",2,"unskilled resident",1,"0","1","good"
"4095",">=200",6,"critical/order existing credit","new car",1323,"100<=X<500",">=7",2,"male div/sep","none",4,"car",28,"stores","own",2,"skilled",2,"1","1","good"
"4096","no checking",11,"critical/order existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"stores","own",3,"unskilled resident",1,"0","1","good"
"4097","0<=X<200",42,"all paid","used car",9283,"<100","unemployed",1,"male single","none",2,"no known property",55,"bank","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4098",">=200",12,"critical/order existing credit","new car",1480,"500<=X<1000","unemployed",2,"male single","none",4,"no known property",66,"bank","for free",3,"unemp/unskilled non res",1,"0","1","good"
"4099","no checking",36,"delayed previously","new car",10875,"<100",">=7",2,"male single","none",2,"car",45,"stores","own",2,"skilled",2,"1","1","good"
"4100","no checking",12,"existing paid","new car",2859,"no known savings","unemployed",4,"male single","none",4,"no known property",38,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
